status,quo,76
state,governments,75
virus,infection,72
punch,cards,40
concentration,camp,40
dinner,party,34
state,laws,25
state,legislation,25
eighteenth-century,words,25
firsthand,experience,25
minority,rights,25
spongiform,encephalopathies,24
fever,virus,24
microbe,hunters,24
fear,today,24
health,problems,24
cow,disease,24
poliomyelitis,virus,24
government,agencies,24
immune,system,24
death,rates,24
virus,remain,24
immunodeficiency,virus,24
work,contains,23
epic,poems,23
duplicate,versions,23
verse,compositions,23
law,cases,23
folk,tales,23
times,cuts,23
contains,plenty,23
summer,holidays,22
mass,executions,22
weekend,dacha,22
family,dacha,22
stranger,hiding,22
hiding,place,22
kilometers,southeast,22
writer,intent,22
war,criminal,21
research,institutes,21
guiltless,view,21
rallying,point,21
occupying,forces,21
extermination,camps,21
data,backups,20
punch,card,20
data,columns,20
systema,precursor,20
death,camps,20
railroad,lines,20
paper,mills,20
asset,confiscation,20
code,books,20
service,bureau,20
Punch,cards,20
icy,automation,20
branch,offices,20
business,relationship,20
gas,chamber,20
software,designer,20
bureau,today,20
CONFLICTING,CLAIMS,19
pluralism,democracies,19
policy,makers,19
minority,groups,19
secessionist,efforts,19
secessionist,movements,19
confirmation,hearing,19
breakaway,states,19
world,consisting,19
garrison,atmosphere,19
policy,community,19
chain,reaction,19
affirmation,devoid,18
end,result,18
someone,elses,18
garrison,mentality,18
mass,murder,18
popes,designation,18
mass,movement,17
history,democracy,16
sense,democracy,16
democracies,today,16
reelection,headquarters,15
trade,unions,15
media,enthusiast,15
help,officials,15
shock,therapy,15
historians,today,15
welfare,subsidies,15
state,enterprises,15
security,adviser,15
reform,meant,15
salty,marshland,14
land,mass,14
warmer,seas,14
range,sank,14
salt,water,14
land,surfaces,14
offshore,islands,14
ocean,tides,14
inner,bay,14
outer,islands,14
arm,protruding,14
flint,tools,14
course,hut-circles,14
remoter,uplands,14
chalk,ridges,14
coastal,flats,14
bedroom,window,13
autumn,retreat,13
nerve,tissue,13
iron,determination,13
inland,sea,13
hardwoods,leafless,13
country,living,13
innermost,recesses,13
lowering,sky,13
springlike,breeze,13
ruddy,torchlight,13
home,front,12
vantage,point,12
godless,secularism,12
majority,intolerance,12
world,today,12
tugboat,workers,12
question,[,11
state,sovereignty,11
university,chairs,10
outlaw,state,10
world,power,10
grotesque,brutalities,10
satellite,regimes,10
brain,trusts,10
success,story,10
territory,fifteen,9
childhood,concepts,9
machine,gun,9
boyhood,fantasies,9
air,aces,9
enemy,machine,9
infantry,battalions,9
line,infantry,9
fifteen,years,9
gun,nests,9
inevitability,side,8
bygone,days,8
market,economy,8
way,station,8
colonial,status,8
foregone,conclusions,8
identity,papers,7
midday,calm,7
tobacco,ration,7
town,hall,7
house,call,7
school,building,7
afternoon,distribution,7
market,square,7
town,crier,7
school,attendance,7
makeshift,school,7
tank,division,7
advertising,lights,6
labor,movement,6
trolley,cars,6
fuel,oil,6
labor,costs,6
dream,quality,6
labor,relations,6
labor,turmoil,6
wage,increases,6
elevator,operators,6
wage,hike,6
railway,stations,6
price,controls,6
shipping,association,6
tugboat,owners,6
transportation,system,6
draft,riots,6
ferry,terminals,6
film,noir,6
midwinter,strike,6
dockside,presence,6
unreality,hung,6
tugboat,strike,6
fuel,shortages,6
ancient,empire,5
century,diplomacy,5
lack,thereof,5
Expansionist,impulses,5
bloody,thoughts,4
drooping,spirits,4
deputy,executive,4
success,hang,4
remind,northerners,4
thoughts,intent,4
executive,director,4
peace-loving,nations,3
opening,session,3
victory,tour,3
visit,[,3
minority,member,3
nothing,sweeter,3
shrewd,observer,3
war,zone,3
confidence,born,3
chief,concern,3
spring,flowers,3
salient,parts,2
abolitionist,societies,2
makeshift,barges,2
colonial,society,2
expedition,inland,2
exploration,odysseys,2
slave,states,1
emancipation,laws,1
life,experience,1
manumission,law,1
vanguard,emancipator,1
state,assistance,1
freed,blacks,1
natural-rights,ideology,1
property,systems,1
state,societies,1
