pressure,increases,1
deep-sea,sites,1
substrate,type,1
supports,assemblages,1
>,sand,1
food,supply,1
surface,production,1
lowland,rainforest,1
deep-sea,zone,1
slope,depths,1
type,rock,1
sea,level,1
particle,size,1
m,depth,1
kelp,forests,1
food,accumulates,1
share,characteristics,1
